NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
0.04,0.07,0,0.01,low,86,37,6,383
0.09,0.02,0,0,low,56,9,7.3,7
0.1,0.01,0,0.01,low,44,9,7.3,9
0.08,0,0.03,0.01,low,70,11,6.7,15
0,0.1,0,0.02,low,66,24,6,4
0.11,0,0,0.01,low,61,12,6.6,13
0.09,0.03,0,0,low,71,20,6.8,8
0.11,0,0,0.01,low,70,17,7.3,11
0.08,0.02,0,0.02,low,74,33,8.7,25
0,0,0.12,0,low,89,18,8.6,236
0.09,0.02,0,0.01,low,39,18,2.1,132
0.06,0.05,0,0.02,low,65,19,5.8,8
0.08,0.02,0.01,0.01,low,45,31,6.5,81
0.11,0,0,0.01,low,83,18,8.3,16
0.09,0.02,0,0.01,low,64,20,6.8,14
0.07,0.03,0,0.02,low,72,35,7.7,27
0.11,0,0,0.01,low,36,20,2.1,17
0.09,0.03,0,0,low,69,26,7.1,9
0.06,0.05,0,0.02,low,65,33,6.9,7
0.09,0.02,0,0,low,76,18,7.6,5
0.09,0.02,0,0,low,90,13,8,4
0.09,0.03,0,0,low,88,54,9,71
0.09,0.02,0,0,low,36,14,5.6,5
0.06,0.05,0,0.02,low,39,4,8.1,9
0.08,0.02,0.01,0.01,low,74,42,7.9,13
0.08,0.02,0,0.02,low,66,36,6.2,13
0.09,0,0.02,0.01,low,68,44,8.2,32
0.06,0.04,0,0.01,low,50,10,5,25
0,0.1,0,0.02,low,75,29,8.4,559
0.1,0,0.01,0.01,low,63,4,7.8,10
0.04,0.07,0,0.01,low,75,5,7.8,148
0.09,0.01,0,0.01,low,64,34,7.4,42
0.11,0,0,0.01,low,84,17,8.2,21
0.08,0.03,0,0.01,low,50,7,6.4,12
0.1,0.01,0,0.01,low,25,7,3.7,18
0.03,0.02,0.06,0.01,low,73,26,7.3,24
0.09,0.03,0,0,low,74,26,7,13
0.07,0.03,0.01,0.01,low,58,43,5.8,142
0.1,0.01,0,0.01,low,64,16,7.7,14
0.08,0.03,0,0,low,72,8,7,5
0.11,0,0,0.01,low,61,17,4.9,7
0.06,0.04,0,0.01,low,68,39,7.7,20
0.09,0.03,0,0,low,45,14,7.3,4
0.04,0.06,0,0.01,low,77,7,7.3,31
0.09,0.03,0,0,low,73,26,8.4,14
0.11,0,0,0.01,low,55,24,8,20
0.02,0.09,0,0.01,low,75,51,7,351
0.05,0.05,0,0.02,low,54,39,3.8,30
0.08,0.02,0,0.01,low,78,18,7.5,15
0,0.11,0,0.01,low,84,12,4.2,160
0,0,0.12,0,low,66,18,7.4,28
0.09,0,0.01,0.01,low,68,38,8.7,18
0.09,0.02,0,0,low,89,17,7.1,14
0.09,0.02,0,0,low,54,23,7,10
0.05,0.04,0.02,0.01,low,81,11,6.4,10
0.1,0,0,0.01,low,74,45,7.3,9
0.11,0,0,0.01,low,73,23,7.7,22
0.07,0.03,0,0.01,low,65,52,6,133
0.08,0.03,0,0.01,low,21,5,5,25
0.09,0.02,0,0,low,79,21,9.1,11
0.08,0.03,0,0,low,77,12,6,4
0.03,0.02,0.06,0.01,low,70,19,8.2,27
0.03,0.02,0.05,0.01,low,68,18,7.4,18
0.09,0.02,0,0,low,59,5,7.5,6
0.09,0.02,0,0,low,62,31,8.1,9
0.06,0.04,0,0.01,low,67,15,9,5
0.06,0.04,0,0.01,low,68,26,8.9,16
0.11,0,0,0.01,low,66,21,7.3,8
0,0.1,0,0.02,low,77,24,7.9,27
0.04,0.06,0,0.02,low,19,5,3.4,65
0.05,0.04,0.02,0.01,low,61,8,6.5,8
0.1,0,0,0.01,low,74,27,5.8,11
0.08,0.03,0,0,low,76,20,8.1,7
0.02,0.01,0.08,0,low,72,16,6.8,5
0.08,0,0.03,0.01,low,50,17,6.2,9
0.03,0.01,0.06,0.01,low,71,20,6.8,44
0,0,0.11,0,low,77,30,7.3,15
0.06,0.04,0,0.01,low,69,12,8.1,20
0.09,0.02,0,0,low,63,16,5.7,7
0.1,0.01,0,0.01,low,45,30,5.4,16
0.1,0,0,0.01,low,55,29,5.2,18
0.1,0.01,0,0.01,low,68,7,5.9,8
0.11,0,0,0.01,low,67,14,8.4,28
0.06,0.04,0,0.01,low,54,15,9.1,10
0.09,0.01,0,0.01,low,40,21,6.5,10
0.08,0.02,0,0,low,81,37,8.5,35
0.06,0.04,0,0.01,low,81,19,7.7,19
0.08,0.03,0,0,low,54,25,8.3,8
0,0.03,0.08,0,low,67,58,7.6,226
0.08,0.02,0,0.01,low,74,16,8.2,19
0.06,0.04,0,0.01,low,73,41,8.2,23
0.06,0.04,0,0.01,low,82,15,8.7,11
0.08,0.02,0,0,low,75,55,8.1,16
0.08,0.02,0,0,low,25,13,3.6,18
0.1,0,0,0.01,low,28,17,3.9,26
0.1,0,0,0.02,low,75,7,7.5,21
0.09,0.02,0,0,low,52,17,6.8,8
0.08,0.02,0,0.02,low,63,16,6.7,15
0.09,0.02,0,0.01,low,55,30,6.7,20
0.08,0.02,0,0,low,67,17,7.7,6
0.09,0,0.01,0.01,low,63,57,4.2,33
0.08,0.02,0,0,low,53,34,8,8
0.06,0.04,0,0.01,low,39,5,2,6
0.06,0.04,0,0.01,low,68,39,7.7,27
0.08,0.02,0,0.01,low,75,19,7.6,75
0.08,0.02,0,0,low,81,19,8.5,13
0.04,0.01,0.06,0,low,48,18,7.5,4
0.08,0.02,0,0,low,63,17,7.6,8
0.09,0.02,0,0,low,73,17,8.5,4
0.06,0.04,0,0.01,low,43,7,6.3,4
0,0,0.1,0.01,low,69,5,9,74
0.1,0,0,0.01,low,51,10,5.4,5
0.1,0,0,0.01,low,37,7,4.1,12
0.08,0.03,0,0,low,63,5,2.8,6
0,0,0.11,0,low,80,10,8.8,11
0.09,0.01,0,0.01,low,75,25,8.3,31
0.1,0,0,0.01,low,58,25,7.5,18
0.07,0.01,0.03,0.01,low,82,14,7.8,18
0.05,0.04,0,0.01,low,66,22,7,6
0.1,0,0,0.01,low,26,4,3.8,8
0.09,0.02,0,0,low,68,20,8.9,27
0.09,0.02,0,0,low,55,4,6.4,5
0.1,0,0,0.01,low,59,15,7.3,9
0.08,0.02,0,0.01,low,75,11,8.2,6
0.05,0.05,0,0.01,low,51,12,3.3,126
0.1,0,0,0.01,low,57,7,5.3,12
0.1,0,0,0.01,low,77,17,7.7,20
0.07,0.03,0,0.01,low,41,7,3.1,7
0,0.1,0,0.02,low,75,45,8.5,289
0.1,0,0,0.01,low,68,4,5.3,4
0.1,0,0,0.01,low,39,6,5.6,7
0,0.09,0,0.02,low,81,19,8.9,224
0.05,0.05,0,0.01,low,71,59,7.7,56
0.09,0.02,0,0,low,77,14,8.9,15
0.08,0.02,0,0,low,88,25,8.4,24
0.09,0.01,0,0.01,low,58,23,4.1,8
0.08,0.03,0,0,low,50,13,5,4
0.07,0.03,0,0.01,low,28,6,5.2,6
0.05,0.04,0,0.01,low,63,21,8,15
0.08,0.02,0,0,low,79,44,7,10
0.05,0.04,0,0.01,low,56,4,5,4
0.08,0.02,0,0.01,low,62,9,7.4,9
0.09,0.01,0,0.01,low,55,23,6.1,7
0.08,0.02,0,0,low,76,15,8.3,7
0.07,0.02,0.02,0,low,62,42,8,17
0.1,0,0,0.01,low,70,7,7,6
0.05,0.04,0,0.01,low,67,17,8.9,23
0.08,0.02,0,0,low,51,4,5.2,5
0.05,0.04,0,0.01,low,71,31,8.6,17
0,0.03,0.07,0.01,low,72,7,8.5,11
0.05,0.05,0,0.02,low,50,40,3.5,28
0.05,0.04,0,0.01,low,60,17,5.3,4
0,0,0.11,0,low,76,5,8.6,18
0.05,0.04,0,0.01,low,64,31,8,10
0.06,0.04,0,0.01,low,49,28,6.7,16
0.07,0.03,0,0.01,low,50,15,7.1,8
0.09,0.01,0,0.01,low,66,30,6.3,6
0.08,0.02,0,0,low,65,39,8.8,20
0.07,0.03,0,0.01,low,53,61,4.7,73
0,0.09,0,0.02,low,85,47,8.8,526
0.1,0,0,0.01,low,57,9,6.3,10
0.1,0,0,0.01,low,71,14,8.1,14
0.09,0.01,0,0.01,low,48,10,3.5,6
0.07,0.02,0.02,0.01,low,69,33,7.8,21
0.05,0.05,0,0.01,low,77,6,8.2,43
0.05,0.04,0,0.01,low,58,29,7.4,24
0.08,0.02,0,0,low,39,20,0.5,8
0.05,0.04,0,0.01,low,78,18,9.1,13
0.05,0.04,0,0.01,low,73,11,6.3,4
0.08,0.02,0,0,low,69,29,8.8,4
0.03,0.05,0.02,0.02,low,83,28,7.5,97
0.1,0,0,0.01,low,45,16,7.3,4
0.08,0.02,0,0,low,40,7,4.7,9
0.08,0.02,0,0,low,58,26,7.8,9
0.1,0,0,0.01,low,66,18,6.4,5
0.1,0,0,0.01,low,38,14,3.8,29
0.03,0.05,0.01,0.02,low,79,42,7.9,76
0.1,0,0,0.01,low,44,31,5.7,9
0.09,0.01,0,0.01,low,60,17,5.6,62
0.02,0.07,0,0.02,low,77,11,8.3,337
0.1,0,0,0.01,low,48,17,3.5,4
0.07,0.03,0,0.01,low,76,12,6.4,389
0.05,0.05,0,0.01,low,62,10,7.2,40
0.1,0,0,0.01,low,51,5,9,4
0.1,0,0,0.01,low,43,30,5.6,22
0.08,0.02,0,0.01,low,75,14,7,6
0,0.01,0.09,0,low,69,35,8,79
0.05,0.01,0.04,0.01,low,64,14,6.1,19
0.08,0.03,0,0,low,77,17,9.1,21
0.09,0,0,0.02,low,67,7,4.6,20
0.09,0.01,0,0.01,low,53,8,4.8,4
0.09,0,0,0.01,low,77,5,6.5,13
0.1,0,0,0.01,low,62,22,6.2,9
0.07,0.03,0,0.01,low,82,11,7.3,7
0.04,0.06,0,0.01,low,85,14,6.2,144
0.08,0.02,0,0,low,82,19,4.8,4
0,0.1,0,0.01,low,74,38,7.4,866
0.1,0,0,0.01,low,72,15,7.3,8
0.08,0.02,0,0,low,54,9,5.9,7
0.08,0,0,0.03,low,68,6,7,25
0.09,0.01,0,0.01,low,28,33,2.8,64
0.08,0.02,0,0,low,64,27,8.2,11
0.06,0.04,0,0.01,low,64,4,6.1,16
0.08,0.02,0,0,low,37,29,4.7,13
0,0.08,0,0.02,low,83,20,5.2,672
0.07,0.02,0,0.01,low,80,44,8.8,66
0.06,0.04,0,0.01,low,51,5,9,44
0,0.04,0.06,0.01,low,66,7,7.5,54
0.05,0,0.05,0.01,low,75,13,7.8,20
0,0.1,0,0.01,low,75,4,4.9,89
0.1,0,0,0.01,low,54,6,7.1,10
0.08,0.02,0,0,low,54,35,7.4,5
0.05,0.04,0,0.01,low,60,7,6.5,10
0.1,0,0,0.01,low,79,29,8.5,11
0.08,0.03,0,0,low,62,9,7.8,11
0.1,0,0,0.01,low,50,17,7.8,6
0.05,0.04,0,0.01,low,75,30,7.3,31
0.05,0,0.04,0.02,low,59,13,6,72
0.01,0.09,0,0.01,low,58,17,6.6,11
0.05,0.04,0,0.01,low,24,12,4.1,27
0.05,0.04,0,0.01,low,67,28,7.8,12
0.1,0,0,0.01,low,47,4,5.3,6
0.08,0.02,0,0,low,66,14,7.3,4
0,0.08,0,0.02,low,82,32,8.2,144
0.09,0,0,0.01,low,59,34,7.9,16
0.08,0.02,0,0,low,70,21,8.5,10
0.05,0.04,0,0.01,low,70,15,7.7,15
0.08,0.02,0,0,low,70,52,7.4,19
0.08,0.02,0,0,low,76,56,5.1,15
0.03,0.04,0.03,0.01,low,56,13,3.4,46
0.09,0,0,0.01,low,79,22,6.5,33
0.07,0.03,0,0,low,68,22,5.9,9
0.02,0.02,0.06,0.01,low,69,15,8.3,8
0.03,0.06,0,0.01,low,81,65,7.3,1170
0.06,0.04,0,0.01,low,52,21,6.3,26
0,0.03,0.06,0.01,low,81,49,8.3,62
0.05,0.04,0,0.01,low,54,17,4,5
0.1,0,0,0.01,low,71,6,7.4,7
0,0.1,0,0.01,low,74,9,4.4,239
0.08,0.02,0,0,low,83,30,9.3,19
0.08,0.02,0,0,low,81,28,8.5,15
0.05,0.04,0,0.01,low,84,21,8.2,11
0.09,0.01,0,0.01,low,61,9,7.8,6
0.1,0,0,0.01,low,61,23,7.4,10
0.05,0.04,0,0.01,low,78,17,8.6,10
0.07,0.03,0,0,low,78,15,9.3,23
0.08,0.02,0,0,low,72,17,7,5
0.09,0,0,0.01,low,72,7,0.6,24
0.09,0.01,0,0.01,low,66,9,6,5
0.02,0.01,0.07,0,low,71,12,9,10
0.09,0,0.01,0.01,low,64,25,6.7,6
0.07,0.03,0,0,low,76,26,9.2,21
0.07,0.02,0,0.01,low,52,23,6.5,30
0.05,0,0.04,0.01,low,73,17,7.9,18
0.05,0.04,0,0.01,low,72,28,7.5,14
0.09,0.01,0,0.01,low,66,44,8.3,57
0.05,0.04,0,0.01,low,51,45,6.2,24
0,0.09,0,0.02,low,92,58,9.1,1050
0.05,0.04,0,0.01,low,87,83,7.6,896
0.04,0.05,0,0.01,low,54,9,5.3,17
0.09,0,0,0.01,low,72,7,3.4,27
0.07,0.01,0.01,0.01,low,39,32,5.6,34
0.08,0.02,0,0,low,84,33,8.1,19
0.08,0.02,0,0,low,60,21,8,9
0.02,0.08,0,0.01,low,77,10,5.7,30
0.08,0.02,0,0,low,63,11,6.2,5
0.08,0.01,0,0.01,low,68,34,7.2,13
0.09,0,0,0.01,low,56,14,8.8,4
0.08,0.02,0,0,low,80,26,8.7,13
0.08,0.02,0,0,low,70,13,7.6,7
0.06,0.02,0.02,0,low,75,21,8.9,23
0.04,0.03,0.02,0.01,low,57,28,7.2,6
0.08,0.02,0,0,low,85,18,8.4,7
0.09,0,0,0.01,low,61,15,6.1,9
0.08,0.02,0,0,low,53,38,8.1,7
0.05,0.04,0,0.01,low,58,27,8.2,9
0.09,0,0,0.01,low,71,17,6.3,39
0.05,0.04,0,0.01,low,52,19,4.2,6
0.08,0.02,0,0,low,62,24,7.9,8
0.02,0.02,0.05,0.01,low,58,16,6.8,8
0,0.01,0.09,0,low,85,17,7.8,112
0,0.08,0,0.02,low,70,41,7.6,77
0.08,0.01,0,0.01,low,53,11,6.5,4
0.06,0.03,0,0.01,low,65,12,7,5
0.08,0.02,0,0,low,76,31,8.1,9
0.09,0,0,0.01,low,71,23,7.5,4
0.09,0,0,0.01,low,68,7,6.2,20
0.05,0.04,0,0.01,low,76,16,7.8,22
0.06,0,0.03,0.01,low,41,19,5.3,37
0.07,0.03,0,0,low,33,11,6.3,6
0.05,0.04,0,0.01,low,65,11,7.5,4
0,0.03,0.07,0.01,low,65,12,7.8,63
0.08,0.02,0,0,low,80,15,8,5
0.09,0,0,0.01,low,49,35,3.1,45
0.08,0.02,0,0.01,low,37,5,4.1,33
0.09,0,0,0.01,low,25,4,3.5,4
0.05,0.04,0,0.01,low,49,9,8,11
0.07,0.02,0,0.01,low,75,22,7.5,106
0.08,0.02,0,0,low,75,50,8.8,4
0.05,0.04,0,0.01,low,78,47,8.3,13
0.09,0,0,0.01,low,43,25,3.5,6
0.08,0.02,0,0.01,low,64,49,7.1,16
0.07,0.03,0,0,low,77,21,8.6,8
0.07,0.01,0.02,0.01,low,55,59,6.1,41
0.09,0,0,0.01,low,77,12,7.5,14
0.09,0,0,0.01,low,67,5,7.3,8
0.09,0,0,0.01,low,32,4,1.8,4
0.09,0,0,0.01,low,69,17,7.7,7
0.07,0.02,0,0,low,69,25,7.4,5
0.05,0.04,0,0.01,low,60,14,8.5,13
0.06,0.03,0,0.01,low,17,11,1.7,37
0.07,0.03,0,0,low,84,51,7.7,39
0.07,0.02,0,0,low,28,13,4.6,8
0.09,0,0,0.01,low,75,37,6.1,24
0.07,0.02,0,0.01,low,36,10,4.5,15
0.07,0.02,0,0,low,82,17,9.2,6
0.07,0,0.03,0.01,low,73,36,8.2,35
0.09,0,0,0.01,low,62,19,8,8
0.05,0.04,0,0.01,low,43,12,5,56
0.07,0.02,0,0,low,46,17,8,10
0.08,0,0.01,0.01,low,65,33,7.7,14
0.08,0.02,0,0,low,39,11,2.9,11
0.04,0.04,0,0.02,low,83,16,9.2,87
0.07,0.02,0,0,low,67,21,5.2,6
0.05,0.04,0,0.01,low,42,19,8.3,18
0,0.08,0,0.01,low,71,28,5.9,94
0.03,0.05,0,0.02,low,73,26,6.3,37
0.09,0,0,0.01,low,28,16,0.9,50
0,0.08,0,0.01,low,73,13,6.8,50
0.05,0.02,0.02,0.01,low,53,31,6,79
0.06,0.03,0,0.01,low,52,46,5.5,65
0.05,0.04,0,0.01,low,62,26,9.1,7
0.04,0.03,0.01,0.01,low,53,19,7.2,22
0.06,0.03,0,0.01,low,55,10,4.2,5
0.05,0.04,0,0.01,low,51,15,5.9,14
0,0.09,0,0.01,low,61,20,4.8,65
0.08,0,0,0.01,low,72,7,6.8,6
0.06,0,0.03,0,low,63,27,6.6,10
0,0,0.1,0,low,64,24,7.3,17
0.09,0,0,0.01,low,71,8,7.6,27
0.09,0,0,0.01,low,56,15,5.5,4
0.05,0.04,0,0.01,low,73,39,7.5,13
0.09,0,0,0.01,low,71,7,8.2,5
0.05,0.04,0,0.01,low,88,24,8.3,280
0.02,0,0.06,0.01,low,66,25,7.3,24
0.07,0.02,0,0,low,87,23,8.5,14
0.08,0,0,0.01,low,62,25,6.2,32
0,0,0.1,0,low,71,30,7.7,43
0.07,0.03,0,0,low,86,4,8.4,12
0.02,0.01,0.06,0.01,low,71,29,6.5,15
0.05,0.02,0.02,0,low,83,20,8.5,20
0.08,0,0,0.01,low,74,34,6.8,6
0.07,0.02,0,0.01,low,58,16,5.9,28
0.09,0,0,0.01,low,78,30,7.7,17
0.09,0,0,0.01,low,48,19,4.8,6
0,0.08,0,0.02,low,88,39,8.9,648
0.09,0,0,0.01,low,44,25,4.8,76
0.05,0.04,0,0.01,low,78,14,6,8
0.07,0.02,0,0,low,54,18,5,4
0.09,0,0,0.01,low,66,13,5.3,6
0,0.02,0.07,0,low,62,4,7.8,10
0.05,0.03,0,0.01,low,60,16,7,7
0.07,0.02,0,0,low,61,43,4.1,9
0.05,0.04,0,0.01,low,61,11,8.3,7
0.05,0.04,0,0.01,low,62,13,8.7,10
0,0.04,0.04,0.01,low,80,36,6.2,114
0.07,0.02,0,0.01,low,43,42,1.2,116
0.07,0.02,0,0,low,66,17,7.3,10
0.08,0,0,0.01,low,73,28,7.3,6
0.09,0,0,0.01,low,71,11,7.9,17
0.07,0.02,0,0,low,65,25,6.4,7
0.05,0.03,0,0.02,low,59,11,6.3,4
0.08,0,0,0.01,low,79,4,8.3,30
0.05,0.04,0,0.01,low,61,13,7.8,6
0.07,0.02,0,0.01,low,65,35,4.6,106
0.09,0,0,0.01,low,70,8,8,6
0.05,0.03,0,0.01,low,46,9,6.5,4
0.08,0.01,0,0.01,low,63,26,6.8,16
0,0.08,0,0.01,low,87,26,7.5,435
0.02,0.02,0.04,0.01,low,64,13,7.8,6
0.07,0.02,0,0,low,63,13,4.8,4
0.08,0,0,0.01,low,68,24,7.7,26
0.08,0.01,0,0.01,low,38,22,3.5,37
0.01,0.08,0,0.01,low,92,21,9,801
0.08,0.01,0,0.01,low,42,10,1,7
0.05,0.04,0,0.01,low,61,14,6.5,11
0.07,0.02,0,0,low,84,18,8.4,16
0.05,0.04,0,0.01,low,70,20,8.6,18
0.01,0.06,0,0.02,low,72,32,5.6,216
0.05,0.04,0,0.01,low,82,46,8.5,13
0.06,0.03,0,0.01,low,56,29,7,24
0.06,0.02,0,0.02,low,80,44,7.8,12
0.04,0.04,0.01,0.01,low,64,21,5.2,52
0.05,0.04,0,0.01,low,86,33,8.7,61
0.07,0.01,0,0.01,low,58,15,8.5,8
0.05,0.04,0,0.01,low,63,9,7.3,23
0.05,0.02,0,0.02,low,44,49,5.5,163
0.05,0.04,0,0.01,low,58,10,6.5,4
0.07,0.02,0,0,low,78,28,8.5,15
0.09,0,0,0.01,low,52,29,7,4
0.07,0.02,0,0,low,94,32,8.7,121
0.06,0.02,0,0.01,low,60,25,6.8,6
0.07,0.02,0,0,low,58,10,8,4
0.08,0,0,0.01,low,67,15,3.8,4
0.09,0,0,0.01,low,46,13,7.6,17
0.05,0.04,0,0.01,low,59,25,8.6,43
0.08,0,0,0.01,low,64,17,6,4
0.07,0.02,0,0,low,77,18,7.6,8
0,0.03,0.05,0.01,low,86,7,9.3,20
0,0.09,0,0.01,low,81,41,4.3,57
0.05,0.04,0,0.01,low,73,25,8.3,26
0.04,0.04,0,0.02,low,57,43,6.6,28
0.07,0.02,0,0,low,71,20,9.3,4
0.07,0.01,0,0.01,low,73,26,8.6,22
0.04,0.04,0,0.01,low,71,36,9,25
0.05,0.03,0,0.01,low,85,9,8.8,31
0.04,0.03,0,0.01,low,71,13,8.5,10
0.03,0,0.05,0.01,low,72,45,7,41
0.08,0,0,0.01,low,70,37,8.7,22
0.08,0,0,0.01,low,45,10,8.1,31
0.08,0,0,0.01,low,44,4,5.4,7
0,0,0.09,0,low,93,21,9.4,98
0.07,0.02,0,0,low,85,8,7.3,7
0.04,0.03,0,0.01,low,80,4,9,41
0.08,0,0,0.01,low,65,5,8.8,8
0,0.01,0.08,0,low,79,28,7.7,13
0.04,0.03,0,0.01,low,71,20,7.8,8
0.07,0,0.02,0.01,low,68,11,7.7,17
0.06,0.02,0,0.02,low,49,12,5.8,32
0.05,0.04,0,0.01,low,48,13,5,20
0.05,0.03,0,0.02,low,43,46,4.5,84
0.02,0.06,0,0.01,low,70,22,7.8,239
0.04,0.03,0,0.01,low,69,44,8.7,22
0.08,0,0,0.01,low,54,6,8.2,5
0,0.07,0,0.02,low,77,13,6.4,88
0.07,0,0.01,0.01,low,45,6,5.8,8
0.04,0.03,0,0.02,low,57,27,5.8,19
0.08,0,0,0.01,low,79,25,8.2,16
0.08,0.01,0,0.01,low,69,11,5.8,4
0.06,0.02,0,0.01,low,45,5,4.5,8
0.06,0.02,0,0,low,85,37,8.6,18
0.07,0,0.01,0.01,low,64,15,4.4,40
0.06,0,0.03,0.01,low,65,16,7.3,11
0.05,0,0.04,0,low,58,15,7.3,12
0.08,0,0,0.01,low,80,32,8.7,27
0.04,0.03,0,0.01,low,71,15,8.6,19
0,0.01,0.08,0,low,58,16,6.4,69
0.08,0,0.01,0.01,low,46,8,7,5
0.06,0.01,0.01,0.01,low,44,30,4.6,34
0.03,0.05,0,0.01,low,67,34,7.4,110
0.06,0.02,0,0.01,low,37,39,3.6,31
0.08,0,0,0.01,low,69,15,7.6,8
0.08,0,0,0.01,low,43,9,5.7,7
0.07,0.01,0,0.01,low,66,5,6.8,51
0.06,0.01,0.01,0.01,low,84,29,6.8,13
0.03,0.01,0.04,0,low,67,13,8.5,26
0.08,0,0,0.01,low,46,17,7.3,7
0.03,0.01,0.04,0.01,low,69,43,6.6,23
0.04,0.03,0,0.01,low,67,25,8.3,17
0.04,0.03,0,0.01,low,53,9,5.6,5
0.07,0.01,0,0.01,low,36,36,2.8,40
0.06,0.02,0,0,low,83,22,9.5,4
0.07,0.01,0,0.01,low,56,24,5.7,19
0.07,0.02,0,0,low,74,14,9.2,14
0.07,0.02,0,0,low,90,25,8.4,11
0.07,0.02,0,0,low,77,25,8.5,11
0.07,0,0.02,0,low,67,11,5.3,4
0.07,0.02,0,0,low,72,28,8.7,7
0,0,0.09,0,low,73,6,7.5,27
0.04,0.01,0.04,0,low,78,19,8.2,10
0.08,0,0,0.01,low,48,15,5.3,8
0.05,0.03,0,0.01,low,63,7,7.2,6
0.08,0,0,0.01,low,63,24,6.3,6
0,0.08,0,0,low,76,30,7.6,338
0.03,0.05,0,0.01,low,75,15,6,56
0.07,0.02,0,0,low,85,52,8.5,42
0.07,0.02,0,0,low,76,36,9.1,8
0.04,0.03,0,0.01,low,76,8,8,7
0.08,0,0,0.01,low,39,7,6.4,5
0.06,0,0.02,0.01,low,75,10,7.7,7
0,0.04,0.05,0,low,71,6,7.1,21
0.07,0.02,0,0,low,55,4,8.1,19
0.08,0,0,0.01,low,59,16,7.5,19
0.07,0.02,0,0,low,68,11,8,9
0.08,0,0,0.01,low,45,12,1.4,5
0,0.08,0,0,low,65,49,5.7,822
0.07,0,0.01,0.01,low,71,22,6.6,8
0.06,0.02,0,0,low,80,13,8.5,4
0.04,0.03,0,0.01,low,78,12,8.5,17
0.05,0.03,0,0.01,low,66,25,8.2,20
0.07,0.02,0,0,low,42,4,5.1,7
0.08,0,0,0.01,low,82,46,8,38
0.05,0.03,0,0.01,low,85,7,8.9,16
0.04,0.03,0,0.01,low,50,11,8,9
0.06,0.02,0,0.01,low,62,9,5.2,6
0.08,0,0,0.01,low,28,5,2.5,11
0.06,0.02,0,0,low,72,17,6.5,6
0.07,0.01,0,0.01,low,79,8,5.5,6
0.06,0.02,0,0,low,55,5,7,6
0.06,0.02,0,0,low,65,19,7.3,6
0.06,0.02,0,0,low,78,12,7.6,5
0.05,0.02,0,0.01,low,75,29,6.7,273
0.06,0.02,0,0.01,low,84,19,8.7,18
0.03,0.05,0,0.01,low,20,4,3.1,30
0.07,0.02,0,0,low,73,27,7.7,20
0.08,0,0,0.01,low,56,7,8.2,5
0.04,0.03,0,0.01,low,70,14,7.5,6
0.05,0.03,0,0.01,low,30,21,5.9,33
0.07,0.01,0,0.01,low,66,43,7.1,16
0.04,0.03,0,0.01,low,42,5,5.6,21
0,0.07,0,0.01,low,74,40,6.7,128
0,0.07,0,0.01,low,75,10,7.7,19
0.04,0.03,0,0.01,low,70,39,8.1,36
0.02,0.06,0,0.01,low,89,31,8.9,484
0.04,0.03,0,0.01,low,54,29,6.9,7
0.07,0.01,0,0.01,low,70,4,7,4
0.06,0.02,0,0,low,69,10,9,4
0.07,0,0,0.01,low,62,12,6.5,11
0.04,0.03,0,0.01,low,63,5,7.1,16
0.06,0.02,0,0,low,82,4,8.1,8
0.04,0.03,0,0.01,low,48,16,6.3,39
0.08,0,0,0.01,low,38,5,3.2,5
0,0.07,0,0.02,low,88,9,8.9,9851
0.02,0.05,0,0.01,low,72,27,7.7,80
0.08,0,0,0.01,low,43,11,6.7,55
0.06,0.02,0,0.01,low,73,11,7.5,12
0.07,0,0,0.01,low,76,4,4.5,15
0.01,0.06,0,0.01,low,79,45,8.4,240
0.04,0,0.03,0.01,low,85,21,7.6,39
0.06,0.02,0,0,low,72,32,9.2,5
0.06,0,0.02,0,low,76,25,8.6,23
0.08,0,0,0.01,low,34,6,6.5,16
0.08,0,0,0.01,low,75,8,7.7,18
0.05,0.02,0,0.01,low,51,9,5,6
0.06,0.02,0,0,low,64,21,8.7,7
0.06,0.02,0,0,low,70,21,7.9,10
0.04,0.03,0,0.01,low,82,26,7.2,15
0.07,0,0,0.01,low,31,6,5,11
0.03,0.05,0,0.01,low,47,4,4.9,7
0.07,0.01,0,0.01,low,56,23,6.3,18
0.04,0.03,0,0.01,low,73,10,7.3,7
0.06,0.02,0,0,low,80,9,8.3,7
0.07,0,0,0.01,low,77,36,7.7,13
0.08,0,0,0.01,low,60,28,7.8,5
0.06,0.02,0,0,low,64,19,7.7,21
0.02,0.05,0,0.01,low,82,27,8.1,86
0.04,0.03,0,0.01,low,49,23,5,4
0.06,0.02,0,0,low,63,30,7.1,9
0.07,0,0,0.01,low,45,19,5.4,5
0.06,0.02,0,0,low,77,20,8.8,15
0.06,0.02,0,0,low,74,18,8.3,9
0.05,0.02,0,0.01,low,66,11,6.3,67
0.06,0.02,0,0,low,64,14,6.8,6
0.06,0.02,0,0,low,79,32,8.3,14
0.06,0.02,0,0,low,57,10,7.8,4
0.06,0.02,0,0,low,69,19,6.8,4
0,0,0.08,0,low,70,18,7.8,44
0.07,0,0,0.01,low,78,51,7.9,166
0.08,0,0,0.01,low,48,6,7.1,7
0.03,0.03,0,0.01,low,90,18,7.6,312
0.05,0.03,0,0.01,low,69,15,8.1,11
0,0.06,0,0.02,low,69,16,6.8,10
