Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Invizimals: The Lost Kingdom,Playstation,2013,Action,Sony Computer Entertainment,0,0.02,0,0,0.02,50,16,5,14,Magenta Software,E10+
Worms,Microsoft,2007,Strategy,Microsoft Game Studios,0,0.02,0,0,0.02,75,25,6.9,28,Team 17,E10+
Seinaru Kana: Orichalcum no Na no Motoni,Playstation,2012,Action,CyberFront,0,0,0.02,0,0.02,,,,,,
The Hustle: Detroit Streets,Microsoft,2006,Sports,Activision,0.01,0,0,0,0.02,52,4,tbd,,Blade Interactive,T
Tail of the Sun,Playstation,1996,Role-Playing,ArtDink,0.01,0.01,0,0,0.02,,,,,,
Barnyard Blast: Swine of the Night,Nintendo,2008,Platform,Big Ben Interactive,0.02,0,0,0,0.02,,,tbd,,"Sanuk Software Co., Ltd., Sanuk Games",E10+
Back to the Future: The Game,Microsoft,2015,Adventure,Telltale Games,0,0.02,0,0,0.02,,,7.3,7,Telltale Games,T
Space Channel 5: Ulala's Cosmic Attack,Nintendo,2002,Misc,Atari,0.01,0,0,0,0.02,55,15,8,5,Art,E
Balls of Fury,Nintendo,2007,Sports,Zoo Digital Publishing,0.02,0,0,0,0.02,62,7,tbd,,Black Lantern Studios,E10+
Virtua Quest,Playstation,N/A,Role-Playing,Unknown,0.01,0.01,0,0,0.02,53,17,7.6,5,Artificial Mind and Movement,T
Disney Sports Basketball,Nintendo,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,73,5,tbd,,Konami,E
Ozzy & Drix,Nintendo,2003,Platform,Midway Games,0.01,0,0,0,0.02,,,,,,
Nobunaga no Yabou: Soutensoku with Power-Up Kit,Playstation,2011,Strategy,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,Playstation,2006,Misc,Yamasa Entertainment,0,0,0.02,0,0.02,,,,,,
Castle Shikigami 2,Playstation,2004,Shooter,Play It,0.01,0.01,0,0,0.02,67,4,7.4,8,Alfa System,E
Wizardry Twin Pack,Playstation,2011,Role-Playing,Acquire,0,0,0.02,0,0.02,,,,,,
Rabbids Invasion: The Interactive TV Show,Playstation,2014,Misc,Ubisoft,0,0.01,0,0,0.02,,,,,,
Gadget Racers (PAL),Playstation,2002,Racing,Zoo Digital Publishing,0,0,0.02,0,0.02,,,,,,
Moe Star: Moeru Toudai Eigojuku,Nintendo,2008,Misc,Mirai Shounen,0,0,0.02,0,0.02,,,,,,
The Cube,Nintendo,2012,Action,Funbox Media,0,0.02,0,0,0.02,,,,,,
Pulse Racer,Microsoft,2003,Racing,Jaleco,0.01,0,0,0,0.02,24,7,2.8,17,Jaleco Entertainment,E
Tegami Bachi: Kokoro Tsumugu Mono e,Playstation,2010,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
Antiphona no Seikahime: Tenshi no Gakufu Op.A,Playstation,2009,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,,,,,,
NBA 07,Playstation,2006,Sports,Sony Computer Entertainment,0.01,0.01,0,0,0.02,63,24,6.8,5,SCEA,E
Mystery Tales 2: The Spirit Mask,Nintendo,2011,Puzzle,Unknown,0,0.02,0,0,0.02,,,,,Easy Interactive,E10+
Rogue Trooper,Microsoft,2006,Shooter,Eidos Interactive,0.01,0,0,0,0.02,71,37,8.5,11,Rebellion,T
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,Playstation,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Eyeshield 21: Portable Edition,Playstation,2006,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
Kabushiki Baibai Trainer: Kabutore! Next,Nintendo,2007,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
Machi: Unmei no Kousaten,Playstation,2006,Adventure,ChunSoft,0,0,0.02,0,0.02,,,,,,
Golden Nugget Casino DS,Nintendo,2005,Misc,Majesco Entertainment,0.02,0,0,0,0.02,,,tbd,,Skyworks Technologies,T
Machi-ing Maker 4,Playstation,2011,Strategy,D3Publisher,0,0,0.02,0,0.02,,,,,,
World Class Rugby 2: Kokunai Gekitou Hen '93,Nintendo,1994,Sports,Misawa,0,0,0.02,0,0.02,,,,,,
Ketsui Death Label,Nintendo,2008,Shooter,Arika,0,0,0.02,0,0.02,,,,,,
This War of Mine,Playstation,2016,Action,Deep Silver,0,0.01,0,0,0.02,,,,,,
Mechanic Master 2,Nintendo,2010,Puzzle,Crave Entertainment,0.02,0,0,0,0.02,,,tbd,,Crave,E
SD Gundam Force,Nintendo,2004,Shooter,Namco Bandai Games,0.01,0,0,0,0.02,,,tbd,,Bandai,E
Clover no Kuni no Alice: Wonderful Wonder World,Playstation,2011,Adventure,Quinrose,0,0,0.02,0,0.02,,,,,,
Shonen Jump's Yu-Gi-Oh! GX Card Almanac,Nintendo,N/A,Misc,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,Playstation,2007,Misc,D3Publisher,0,0,0.02,0,0.02,,,,,,
Monster High 13 Wishes,Nintendo,2013,Action,Little Orbit,0,0.02,0,0,0.02,,,tbd,,Game Machine Studios,E
Myth Makers: Super Kart GP,Nintendo,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.02,,,1.8,4,Data Design Interactive,E
Canada Hunt,Nintendo,2010,Sports,Virtual Play Games,0.02,0,0,0,0.02,,,tbd,,Virtual Play Inc.,T
Planetarian: Chiisana Hoshi no Yume,Playstation,2009,Adventure,Prototype,0,0,0.02,0,0.02,,,,,,
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,Playstation,2010,Adventure,Russel,0,0,0.02,0,0.02,,,,,,
Roommate Asami: Okusama wa Joshikousei,Playstation,2002,Adventure,Datam Polystar,0,0,0.02,0,0.02,,,,,,
Cabbage Patch Kids: The Patch Puppy Rescue,Nintendo,2007,Misc,D3Publisher,0.01,0,0,0,0.02,,,,,,
Pirates: Legend of the Black Buccaneer,Playstation,2006,Adventure,10TACLE Studios,0.01,0.01,0,0,0.02,42,4,7,5,WideScreen Games,T
Let's Dance with Mel B,Microsoft,2011,Sports,Black Bean Games,0,0.02,0,0,0.02,,,tbd,,Lightning Fish Games,T
Horrid Henry: Missions of Mischief,Nintendo,2010,Adventure,SouthPeak Games,0,0.01,0,0,0.02,,,,,Asylum Entertainment,E
Ultraman Star Chronicles,Playstation,2013,Strategy,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Amagoushi no Yakata,Playstation,2007,Adventure,Nippon Ichi Software,0,0,0.02,0,0.02,,,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,Playstation,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Ginga Tetsudou 999 DS,Nintendo,2010,Adventure,Culture Brain,0,0,0.02,0,0.02,,,,,,
Aedis Eclipse: Generation of Chaos,Playstation,2006,Role-Playing,Idea Factory,0.02,0,0,0,0.02,62,20,6.5,11,"Neverland, Idea Factory",E10+
Koihime Enbu,Playstation,2016,Fighting,Yeti,0,0,0.02,0,0.02,,,,,,
Franklin: A Birthday Surprise,Playstation,2006,Misc,Game Factory,0.01,0.01,0,0,0.02,,,tbd,,Neko Entertainment,E
Without Warning,Microsoft,N/A,Shooter,Capcom,0.01,0,0,0,0.02,45,25,2,5,CiRCLE,M
Suzunone Seven: Rebirth Knot,Playstation,2010,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,
"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",Playstation,2013,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
Zoids Dash,Nintendo,2006,Role-Playing,Tomy Corporation,0,0,0.02,0,0.02,,,,,,
Digimon Rumble Arena,Playstation,2001,Fighting,Namco Bandai Games,0.01,0.01,0,0,0.02,64,5,8.8,71,Bandai,E
Vitamin X Evolution Plus,Playstation,2010,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,,,
NEVES,Nintendo,2007,Puzzle,Ignition Entertainment,0.01,0,0,0,0.02,70,26,tbd,,"Yuke's, Yuke's Company of America",E
Dynasty Warriors: Eiketsuden,Playstation,2016,Action,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
Wild West Shootout,Nintendo,2010,Shooter,Unknown,0.01,0.01,0,0,0.02,,,tbd,,Funbox Media,T
Super Speed Machines,Nintendo,2009,Racing,Midas Interactive Entertainment,0.02,0,0,0,0.02,,,tbd,,Kemco,E
Final Fight: Streetwise,Microsoft,2006,Action,Capcom,0.01,0,0,0,0.02,42,29,4,4,Secret Level,M
Nano Diver,Playstation,2011,Action,Takara Tomy,0,0,0.02,0,0.02,,,,,,
Mary King's Riding School 2,Nintendo,2009,Simulation,Midas Interactive Entertainment,0,0.02,0,0,0.02,,,,,,
Elkrone no Atelier: Dear for Otomate,Playstation,2012,Action,Idea Factory,0,0,0.02,0,0.02,,,,,,
Top Gear RPM Tuning,Microsoft,2005,Racing,Wanadoo,0.01,0,0,0,0.02,45,10,7.5,4,Babylon Software,T
Painkiller: Hell & Damnation,Microsoft,2013,Shooter,Nordic Games,0,0.01,0,0,0.02,,,,,,
Memories Off: Yubikiri no Kioku,Microsoft,2010,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
Otometeki Koi Kakumei * Love Revo!! DS,Nintendo,2008,Adventure,GungHo,0,0,0.02,0,0.02,,,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,Playstation,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Cross + Channel,Playstation,2010,Adventure,CyberFront,0,0,0.02,0,0.02,,,,,,
Mark McMorris Infinite Air,Playstation,2016,Sports,FuRyu Corporation,0.01,0,0,0,0.02,49,15,6,29,HB Studios Multimedia,T
Cabela's Big Game Hunter: Pro Hunts,Nintendo,2014,Shooter,Activision,0.02,0,0,0,0.02,,,tbd,,Cauldron Ltd.,T
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,Nintendo,2010,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Micro Machines V4,Playstation,2006,Racing,Codemasters,0.01,0,0,0,0.02,61,18,tbd,,Supersonic Software,E
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,Playstation,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,
Memories Off: Yubikiri no Kikou,Playstation,2011,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
Hurry Up Hedgehog!,Nintendo,2009,Racing,O-Games,0.02,0,0,0,0.02,,,,,,
L.G.S: Shinsetsu Houshinengi,Playstation,2012,Action,Idea Factory,0,0,0.02,0,0.02,,,,,,
Battle Engine Aquila,Microsoft,2003,Shooter,Atari,0.01,0,0,0,0.02,76,28,tbd,,Lost Toys,T
One Piece Mansion,Playstation,2001,Action,Capcom,0.01,0.01,0,0,0.02,62,12,tbd,,Capcom,E
Discworld II: Mortality Bytes!,Playstation,1996,Adventure,Psygnosis,0.01,0.01,0,0,0.02,,,,,,
Uchi no 3 Shimai DS,Nintendo,2008,Misc,Culture Brain,0,0,0.02,0,0.02,,,,,,
Soul Eater: Monotone Princess,Nintendo,2008,Action,Square Enix,0,0,0.02,0,0.02,,,,,,
Strike Witches: Shirogane no Tsubasa,Microsoft,2010,Strategy,CyberFront,0,0,0.02,0,0.02,,,,,,
Big Idea's VeggieTales: LarryBoy and the Bad Apple,Nintendo,2006,Action,Crave Entertainment,0.01,0,0,0,0.02,,,,,,
Broken Sword 5: The Serpent's Curse,Microsoft,2015,Adventure,Revolution Software,0,0.02,0,0,0.02,77,12,7.2,11,Revolution Software,T
My Ballet Studio,Nintendo,2009,Simulation,505 Games,0.01,0,0,0,0.02,,,tbd,,505 Games,E
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,Nintendo,2010,Action,Hudson Soft,0,0,0.02,0,0.02,,,,,,
Moujuutsukai to Oujisama,Playstation,2010,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
Rocksmith 2014 Edition Remastered,Playstation,2016,Misc,Ubisoft,0.01,0,0,0,0.02,,,7.8,5,Ubisoft,T
Bomberman 2,Nintendo,2008,Puzzle,Hudson Soft,0,0.01,0,0,0.02,,,,,,
Shinseiki GPX Cyber Formula: Road To The INFINITY 4,Playstation,2007,Racing,Sunrise Interactive,0,0,0.02,0,0.02,,,,,,
Cube,Playstation,2007,Puzzle,D3Publisher,0.02,0,0,0,0.02,60,18,tbd,,Metia Interactive,E
Army Men: Major Malfunction,Microsoft,2006,Shooter,Global Star,0.01,0,0,0,0.02,36,6,4,5,Team 17,T
Dunamis 15,Microsoft,2011,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,Nintendo,2007,Misc,Gakken,0,0,0.02,0,0.02,,,,,,
Yoake Yori Ruriiro na Portable,Playstation,2010,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02,,,,,,
Big Bass Fishing,Playstation,2002,Action,Take-Two Interactive,0,0,0.02,0,0.02,,,7.2,6,Coresoft,E
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Nintendo,2007,Simulation,Taito,0,0,0.02,0,0.02,,,,,,
Namco Museum 50th Anniversary (JP sales),Playstation,2005,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Turbo: Super Stunt Squad,Playstation,2013,Sports,D3Publisher,0,0.01,0,0,0.02,38,5,tbd,,Monkey Bar Games,E
Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,Playstation,2009,Role-Playing,Gust,0,0,0.02,0,0.02,,,,,,
Let's Pilates!,Nintendo,2007,Misc,Konami Digital Entertainment,0.02,0,0,0,0.02,,,tbd,,Vanpool,E
Irritating Stick,Playstation,1998,Action,Saurus,0.01,0.01,0,0,0.02,,,,,,
Chou!! Super Nep League DS,Nintendo,2008,Sports,Jaleco,0,0,0.02,0,0.02,,,,,,
WTA Tour Tennis,Nintendo,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,66,9,tbd,,Now Production,E
Judge Dredd: Dredd Vs Death,Microsoft,2003,Shooter,Vivendi Games,0.01,0,0,0,0.02,57,17,6.7,7,Rebellion,M
Rugby League Live 3,Playstation,2015,Action,Tru Blu Entertainment,0,0.01,0,0,0.02,,,tbd,,Big Ant Studios,
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,Playstation,2006,Action,D3Publisher,0,0,0.02,0,0.02,,,,,,
Platypus,Playstation,2006,Shooter,Funsta,0.02,0,0,0,0.02,59,14,tbd,,Squashy Software,E
Davis Cup Tennis,Nintendo,2002,Sports,Ubisoft,0.01,0,0,0,0.02,59,9,tbd,,Hokus Pokus,E
Kimi ni Todoke: Sodateru Omoi,Nintendo,2009,Adventure,Banpresto,0,0,0.02,0,0.02,,,,,,
Hands On! Tangrams,Nintendo,2009,Puzzle,Storm City Games,0.02,0,0,0,0.02,,,,,,
Brave Story: Boku no Kioku to Negai,Nintendo,2006,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Zombie Hunters 2,Playstation,2006,Action,Essential Games,0,0,0.02,0,0.02,,,,,,
Memories Off #5: Encore,Playstation,2007,Adventure,CyberFront,0,0,0.02,0,0.02,,,,,,
Custom Drive,Playstation,2012,Action,D3Publisher,0,0,0.02,0,0.02,,,,,,
Tsuyo Kiss 2 Gakki: Swift Love,Playstation,2009,Adventure,Revolution (Japan),0,0,0.02,0,0.02,,,,,,
Konductra,Nintendo,2006,Puzzle,O3 Entertainment,0.02,0,0,0,0.02,60,14,tbd,,oeFun,E
Cookie & Cream,Nintendo,2007,Platform,505 Games,0.01,0,0,0,0.02,,,,,,
Let's Yoga!,Nintendo,2007,Misc,Konami Digital Entertainment,0,0,0.02,0,0.02,,,tbd,,Vanpool,E
Busou Renkin: Youkoso Papillon Park e,Playstation,2007,Action,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,
Ore wa Shoujo Mangaka,Playstation,2012,Action,Giza10,0,0,0.02,0,0.02,,,,,,
Emergency 2012,Nintendo,2010,Simulation,Rondomedia,0,0.01,0,0,0.02,,,,,,
Puyo Puyo Tetris,Nintendo,2014,Puzzle,Sega,0,0,0.02,0,0.02,,,,,,
Exhibition Volume 6,Microsoft,2004,Misc,Microsoft Game Studios,0.01,0,0,0,0.02,,,,,,
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,Nintendo,2008,Misc,Sega,0,0,0.02,0,0.02,,,,,,
Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,Nintendo,2011,Misc,Disney Interactive Studios,0,0,0.02,0,0.02,,,,,,
Pirates PlundArrr,Nintendo,2010,Action,Majesco Entertainment,0.02,0,0,0,0.02,60,5,tbd,,Boomzap,E10+
Zoey 101: Field Trip Fiasco,Nintendo,2007,Action,THQ,0.02,0,0,0,0.02,31,4,tbd,,THQ,E
Dream C Club: GoGo ,Playstation,2014,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,,,
Usavichi: Game no Jikan,Nintendo,2011,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Summer Challenge: Athletics Tournament,Nintendo,2011,Sports,PQube,0,0.01,0,0,0.02,,,,,,
Battle Spirits: Hero's Soul,Playstation,2010,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Pachi-Slot Higrashi no Naku Koro ni Matsuri,Playstation,2010,Misc,Alchemist,0,0,0.02,0,0.02,,,,,,
Otona no Renai Shousetsu: Harlequin Selection,Nintendo,2010,Misc,Nintendo,0,0,0.02,0,0.02,,,,,,
W.L.O. Sekai Renai Kikousen,Microsoft,2010,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
Final Fantasy XI: All-In-One Pack 2006,Microsoft,2006,Role-Playing,Square Enix,0,0,0.02,0,0.02,,,,,,
Pippa Funnell: Ranch Rescue,Nintendo,2007,Adventure,Ubisoft,0,0.01,0,0,0.02,,,,,,
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,Nintendo,2010,Misc,Alvion,0,0,0.02,0,0.02,,,,,,
Dancing on Ice,Nintendo,2010,Sports,Ghostlight,0,0.01,0,0,0.02,,,,,,
Winning Post 7: Maximum 2007,Playstation,2007,Sports,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
Professional Farmer 2016,Playstation,2015,Action,Namco Bandai Games,0,0.01,0,0,0.02,,,,,,
Sarah: Keeper of the Unicorn,Nintendo,2009,Adventure,DreamCatcher Interactive,0.01,0,0,0,0.02,,,tbd,,,
Storm Lover 2nd,Playstation,2013,Misc,D3Publisher,0,0,0.02,0,0.02,,,,,,
Dragon Booster,Nintendo,2005,Shooter,Konami Digital Entertainment,0.02,0,0,0,0.02,33,14,7,9,Konami Computer Entertainment Hawaii,E
Dragon's Dogma Online: Season 2,Playstation,2016,Action,Capcom,0,0,0.02,0,0.02,,,,,,
Gaist Crusher God,Nintendo,2014,Action,Capcom,0,0,0.02,0,0.02,,,,,,
DJ Star,Nintendo,2009,Misc,Deep Silver,0.01,0,0,0,0.02,66,7,tbd,,Game Life,T
Arcana Famiglia 2,Playstation,2013,Adventure,Comfort,0,0,0.02,0,0.02,,,,,,
Shinkyoku Soukai Polyphonica,Playstation,2007,Adventure,Prototype,0,0,0.02,0,0.02,,,,,,
PDC World Championship Darts 2008,Nintendo,N/A,Sports,Unknown,0.01,0,0,0,0.02,,,,,,
San Goku Shi DS 2,Nintendo,2007,Strategy,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
Strongest Tokyo University Shogi DS,Nintendo,1985,Action,Mycom,0,0,0.02,0,0.02,,,,,,
Shin Sangoku Musou Online: Souten Ranbu,Playstation,2010,Action,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
V-Rally 3,Microsoft,2003,Racing,Atari,0.01,0,0,0,0.02,76,13,tbd,,Eden Studios,E
Dead to Rights,Nintendo,2004,Shooter,Zoo Digital Publishing,0.01,0,0,0,0.02,40,5,tbd,,Torus Games,T
Thunder Force VI,Playstation,2008,Shooter,Sega,0,0,0.02,0,0.02,,,,,,
Full House Kiss 2,Playstation,2006,Adventure,Capcom,0,0,0.02,0,0.02,,,,,,
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,Playstation,2010,Misc,Paon,0,0,0.02,0,0.02,,,,,,
PachiPara 3D,Nintendo,2011,Misc,Irem Software Engineering,0,0,0.02,0,0.02,,,,,,
Earth Defense Force 2017 (old JP sales),Microsoft,2006,Shooter,D3Publisher,0,0,0.02,0,0.02,,,,,,
Sengoku Hime: Senran ni Mau Otometachi,Playstation,2009,Adventure,Yeti,0,0,0.02,0,0.02,,,,,,
GTI Club: Supermini Festa!,Nintendo,2010,Racing,Konami Digital Entertainment,0.01,0,0,0,0.02,,,,,,
Marvel Superheroes 3D: Grandmaster's Challenge,Nintendo,2010,Action,Neko Entertainment,0,0.01,0,0,0.02,,,,,,
Monster Trux Offroad,Nintendo,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.02,,,tbd,,Data Design Interactive,E
Sora no Otoshimono Forte: Dreamy Season,Nintendo,2011,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02,,,,,,
Romance of the Three Kingdoms XII,Nintendo,2012,Strategy,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
Hiiro no Kakera Portable,Playstation,2008,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,Nintendo,2006,Action,Takara Tomy,0,0,0.02,0,0.02,,,,,,
Antz Extreme Racing,Microsoft,2002,Racing,Empire Interactive,0.01,0,0,0,0.02,35,4,8.7,10,Supersonic Software,E
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,Playstation,2016,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,Playstation,2016,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",Playstation,2008,Adventure,ASCII Media Works,0,0,0.02,0,0.02,,,,,,
Harukanaru Toki no Naka de 6,Playstation,2015,Action,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
Jet Impulse,Nintendo,N/A,Simulation,Nintendo,0,0,0.02,0,0.02,,,,,,
Games Explosion!,Nintendo,2006,Action,THQ,0.01,0,0,0,0.02,,,,,,
Gummy Bears Magical Medallion,Nintendo,2011,Platform,Storm City Games,0.01,0,0,0,0.02,,,tbd,,Clockwork Games,E
Tennis no Oji-Sama: Card Hunter,Playstation,2007,Strategy,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
Brave: The Video Game,Nintendo,2012,Action,Disney Interactive Studios,0,0.01,0,0,0.02,,,tbd,,Behaviour Interactive,E10+
Night Wizard the Video Game: Denial of the World,Playstation,2008,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
Portable Island: Tenohira Resort,Playstation,2006,Simulation,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Sengoku Efuda Yuugi: Hototogisu Ran,Playstation,2008,Misc,Irem Software Engineering,0,0,0.02,0,0.02,,,,,,
Tokyo Friend Park II DS,Nintendo,2006,Misc,Rocket Company,0,0,0.02,0,0.02,,,,,,
Adventure Time: The Secret of the Nameless ,Nintendo,2014,Adventure,Little Orbit,0.01,0,0,0,0.02,,,,,,
Kao the Kangaroo Round 2,Playstation,2005,Platform,JoWood Productions,0.01,0.01,0,0,0.02,58,12,8.7,7,Tate Interactive,E
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,Playstation,2010,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
Dead Rising 2,Microsoft,2016,Action,Capcom,0.01,0,0,0,0.02,,,tbd,,Blue Castle Games,M
Robopon 2: Ring Version,Nintendo,2001,Role-Playing,Hudson Entertainment,0.01,0,0,0,0.02,68,6,tbd,,Red 5 Software,E
Mark McMorris Infinite Air,Microsoft,2016,Sports,FuRyu Corporation,0.01,0,0,0,0.02,,,7.1,18,HB Studios Multimedia,T
Dream Dancer,Nintendo,N/A,Misc,N/A,0.01,0,0,0,0.02,,,tbd,,"CyberPlanet Interactive Public Co., Ltd.",E
Moe Moe 2-ji Taisen (Ryoku) * Deluxe,Playstation,2008,Adventure,System Soft,0,0,0.02,0,0.02,,,,,,
Dragon Tales: Dragon Adventures,Nintendo,2003,Platform,NewKidCo,0.01,0,0,0,0.02,,,,,,
Powerbike,Nintendo,2009,Racing,Majesco Entertainment,0.01,0,0,0,0.02,,,tbd,,Tornado Studios,E
Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,Playstation,2011,Role-Playing,Gust,0,0,0.02,0,0.02,,,,,,
Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,Nintendo,2010,Role-Playing,Starfish,0,0,0.02,0,0.02,,,,,,
Gaku ? Ou: The Royal Seven Stars,Playstation,2012,Role-Playing,Alchemist,0,0,0.02,0,0.02,,,,,,
Online Chess Kingdoms,Playstation,2006,Misc,Konami Digital Entertainment,0.01,0,0,0,0.02,60,17,6.8,6,Konami,E
Rayman 10th Anniversary,Nintendo,2005,Platform,Ubisoft,0.01,0,0,0,0.02,,,,,,
Race Driver: Create & Race,Nintendo,2007,Racing,Codemasters,0.01,0,0,0,0.02,,,,,,
Storm Lover Kai!!,Playstation,2012,Action,D3Publisher,0,0,0.02,0,0.02,,,,,,
Nurarihyon no Mago: Hyakki Ryouran Taisen,Playstation,2011,Fighting,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
Enkaku Sousa: Sana e no 23 Hiai,Playstation,2009,Adventure,Sony Computer Entertainment,0,0,0.02,0,0.02,,,,,,
Pac-Man Championship Edition 2 + Arcade Game Series,Microsoft,2016,Action,Namco Bandai Games,0.01,0,0,0,0.02,,,,,,
Hummer Badlands,Microsoft,2006,Racing,Global Star,0.01,0,0,0,0.02,44,7,6,5,Eutechnyx,E
Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,Nintendo,2008,Action,Takara Tomy,0,0,0.02,0,0.02,,,,,,
Oyaku de Asoberu DS Ehon: Ukkari Penelope,Nintendo,2008,Simulation,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
Iron Soldier 3,Playstation,1999,Simulation,Telegames,0.01,0.01,0,0,0.02,,,,,,
UNO 52,Nintendo,2006,Misc,Zoo Digital Publishing,0.01,0,0,0,0.02,,,tbd,,Black Lantern Studios,E
Tiger & Bunny: Hero's Day,Playstation,2013,Action,D3Publisher,0,0,0.02,0,0.02,,,,,,
Turbo: Super Stunt Squad,Nintendo,2013,Sports,D3Publisher,0,0.01,0,0,0.02,,,tbd,,Torus Games,E
Turbo: Super Stunt Squad,Nintendo,2013,Sports,D3Publisher,0,0.01,0,0,0.02,,,5.2,5,Torus Games,E
Pachinko Kaou: Misora Hibari,Playstation,2007,Misc,Hackberry,0,0,0.02,0,0.02,,,,,,
Accel World: Kasoku no Chouten,Playstation,2013,Adventure,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Poupee Girl DS,Nintendo,2009,Misc,Alvion,0,0,0.02,0,0.02,,,,,,
Choro Q,Playstation,2003,Racing,Zoo Digital Publishing,0.01,0.01,0,0,0.02,,,,,,
Just Cause,Playstation,2006,Action,Eidos Interactive,0.01,0.01,0,0,0.02,67,23,7.9,41,Avalanche Studios,M
